user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJSba8426479ce,45+,Tier 1,7/26/2024,Premium,NULL,NULL,NULL
UIDJSba849ac7c7c,25-34,Tier 1,7/27/2024,VIP,NULL,NULL,NULL
UIDJSba86c40a2b8,25-34,Tier 2,7/6/2024,Free,NULL,NULL,NULL
UIDJSba8788d80c3,25-34,Tier 1,5/13/2024,Premium,8/14/2024,NULL,NULL
UIDJSba87deb8f21,45+,Tier 2,2/24/2024,VIP,NULL,NULL,NULL
UIDJSba89899748b,45+,Tier 1,1/10/2024,Free,NULL,3/10/2024,VIP
UIDJSba8b36b24cc,25-34,Tier 2,9/3/2024,Free,NULL,NULL,NULL
UIDJSba8caae0d2d,18-24,Tier 1,10/16/2024,Premium,NULL,NULL,NULL
UIDJSba8ccb5758c,25-34,Tier 1,10/15/2024,Free,12/10/2024,NULL,NULL
UIDJSba8d2162b2e,25-34,Tier 2,3/28/2024,Free,NULL,NULL,NULL
UIDJSba8f1314566,25-34,Tier 1,1/9/2024,Premium,NULL,NULL,NULL
UIDJSba8f23baacf,18-24,Tier 1,2/8/2024,Premium,NULL,NULL,NULL
UIDJSba8f38b7eed,35-44,Tier 3,3/27/2024,Free,NULL,NULL,NULL
UIDJSba8fd394f05,25-34,Tier 1,11/17/2024,Premium,NULL,NULL,NULL
UIDJSba90e84edf5,25-34,Tier 1,8/30/2024,Premium,NULL,NULL,NULL
UIDJSba91684748a,18-24,Tier 1,4/30/2024,Premium,NULL,NULL,NULL
UIDJSba919642da7,35-44,Tier 1,4/25/2024,VIP,NULL,8/25/2024,Premium
UIDJSba92084cc07,35-44,Tier 1,4/9/2024,Premium,NULL,NULL,NULL
UIDJSba92b6de175,45+,Tier 1,6/26/2024,Premium,NULL,NULL,NULL
UIDJSba93d69a44c,18-24,Tier 1,7/18/2024,Premium,NULL,NULL,NULL
UIDJSba93fd5a763,18-24,Tier 2,8/5/2024,Premium,NULL,NULL,NULL
UIDJSba96255f1ea,18-24,Tier 1,2/17/2024,VIP,NULL,NULL,NULL
UIDJSba980f5f686,35-44,Tier 2,5/1/2024,Free,NULL,NULL,NULL
UIDJSba98c681f95,45+,Tier 1,10/9/2024,Free,NULL,11/9/2024,Premium
UIDJSba9c37067f0,25-34,Tier 1,8/22/2024,VIP,11/10/2024,NULL,NULL
UIDJSba9c64daa53,35-44,Tier 3,9/19/2024,VIP,NULL,11/19/2024,Premium
UIDJSba9c8d8d099,35-44,Tier 2,7/17/2024,Premium,NULL,NULL,NULL
UIDJSba9cc99eb43,25-34,Tier 1,9/20/2024,Free,NULL,10/20/2024,VIP
UIDJSba9f747116c,25-34,Tier 1,11/19/2024,VIP,NULL,NULL,NULL
UIDJSba9ffc98d3c,25-34,Tier 1,4/12/2024,Premium,NULL,NULL,NULL
UIDJSbaa05374531,18-24,Tier 2,4/16/2024,Premium,NULL,NULL,NULL
UIDJSbaa0d43e5aa,35-44,Tier 2,9/9/2024,VIP,NULL,NULL,NULL
UIDJSbaa1ca2b69d,25-34,Tier 2,9/18/2024,VIP,NULL,NULL,NULL
UIDJSbaa27285384,18-24,Tier 2,8/15/2024,Premium,NULL,NULL,NULL
UIDJSbaa3e20af92,18-24,Tier 1,6/5/2024,Premium,NULL,NULL,NULL
UIDJSbaa427d91d4,18-24,Tier 3,11/9/2024,Free,NULL,NULL,NULL
UIDJSbaa4518a75e,25-34,Tier 1,4/29/2024,Premium,NULL,NULL,NULL
UIDJSbaa455067d7,25-34,Tier 3,1/9/2024,VIP,NULL,9/9/2024,Free
UIDJSbaa56b7ba71,45+,Tier 1,11/9/2024,Free,NULL,NULL,NULL
UIDJSbaa59d5629a,35-44,Tier 2,11/11/2024,Premium,NULL,NULL,NULL
UIDJSbaa84d0a2aa,18-24,Tier 2,2/22/2024,VIP,NULL,NULL,NULL
UIDJSbaacc2d69e1,18-24,Tier 1,5/10/2024,VIP,NULL,NULL,NULL
UIDJSbab198664e8,45+,Tier 2,3/8/2024,Premium,NULL,NULL,NULL
UIDJSbab718f5cd1,35-44,Tier 3,8/7/2024,VIP,NULL,9/7/2024,Premium
UIDJSbab9e904d89,35-44,Tier 1,7/12/2024,VIP,NULL,8/12/2024,Premium
UIDJSbabac5bf2c5,25-34,Tier 3,9/4/2024,VIP,NULL,NULL,NULL
UIDJSbabd564e53a,25-34,Tier 1,10/2/2024,Premium,NULL,NULL,NULL
UIDJSbabd9da094c,25-34,Tier 1,3/2/2024,VIP,8/16/2024,NULL,NULL
UIDJSbabe0cf2e66,45+,Tier 1,6/13/2024,Premium,NULL,NULL,NULL
UIDJSbabe2afa63f,25-34,Tier 1,4/8/2024,VIP,NULL,NULL,NULL
UIDJSbabf12a4e9f,35-44,Tier 1,7/1/2024,VIP,NULL,8/1/2024,Premium
UIDJSbac8fd5d3c8,25-34,Tier 2,4/20/2024,VIP,NULL,10/20/2024,Free
UIDJSbac94055463,35-44,Tier 3,8/3/2024,Free,9/5/2024,NULL,NULL
UIDJSbaca91e1902,25-34,Tier 2,2/13/2024,VIP,8/26/2024,NULL,NULL
UIDJSbacc9b5113b,25-34,Tier 1,2/8/2024,Premium,NULL,NULL,NULL
UIDJSbad1a89f9da,25-34,Tier 1,8/3/2024,VIP,NULL,10/3/2024,Free
UIDJSbad3aac278b,25-34,Tier 1,1/16/2024,Premium,NULL,NULL,NULL
UIDJSbad42f1c0ca,18-24,Tier 2,8/20/2024,Free,NULL,NULL,NULL
UIDJSbad60f79447,45+,Tier 1,3/20/2024,Premium,NULL,NULL,NULL
UIDJSbad6a079d78,18-24,Tier 3,11/16/2024,Premium,NULL,NULL,NULL
UIDJSbad850e81e2,25-34,Tier 3,11/19/2024,VIP,NULL,12/19/2024,Premium
UIDJSbadb32ebaaf,25-34,Tier 1,8/20/2024,Premium,NULL,NULL,NULL
UIDJSbadff3e92db,18-24,Tier 3,8/9/2024,Free,NULL,NULL,NULL
UIDJSbae44f16278,18-24,Tier 1,7/25/2024,Premium,NULL,NULL,NULL
UIDJSbae48aa9df4,35-44,Tier 3,8/14/2024,Free,NULL,NULL,NULL
UIDJSbae54e02f1a,35-44,Tier 1,11/3/2024,Premium,NULL,NULL,NULL
UIDJSbae598b841d,25-34,Tier 1,8/14/2024,Premium,NULL,NULL,NULL
UIDJSbae60656d50,45+,Tier 2,7/16/2024,VIP,NULL,NULL,NULL
UIDJSbae787af5b8,25-34,Tier 1,6/24/2024,Premium,NULL,NULL,NULL
UIDJSbae84ac2e22,18-24,Tier 3,4/2/2024,VIP,NULL,NULL,NULL
UIDJSbaea5c4ff65,25-34,Tier 2,11/16/2024,VIP,NULL,NULL,NULL
UIDJSbaeafa4581c,25-34,Tier 1,8/20/2024,Free,NULL,NULL,NULL
UIDJSbaebf3f811f,25-34,Tier 2,8/5/2024,VIP,NULL,NULL,NULL
UIDJSbaed45c4537,25-34,Tier 2,9/19/2024,VIP,NULL,NULL,NULL
UIDJSbaed977628b,25-34,Tier 2,1/1/2024,VIP,NULL,7/1/2024,Free
UIDJSbaf5e1567ab,25-34,Tier 2,11/4/2024,Premium,11/28/2024,NULL,NULL
UIDJSbaf8878e27a,25-34,Tier 1,1/25/2024,Premium,NULL,4/25/2024,VIP
UIDJSbafa3629cf5,35-44,Tier 3,7/22/2024,VIP,11/13/2024,NULL,NULL
UIDJSbafa46a06a9,35-44,Tier 1,5/31/2024,VIP,NULL,7/31/2024,Free
UIDJSbafb22d7e2e,35-44,Tier 1,2/13/2024,Premium,NULL,NULL,NULL
UIDJSbafb7e6f588,25-34,Tier 2,7/7/2024,Free,NULL,NULL,NULL
UIDJSbafbe8a4306,45+,Tier 3,1/18/2024,Free,NULL,NULL,NULL
UIDJSbafd8c5bfc2,35-44,Tier 3,11/15/2024,Premium,NULL,NULL,NULL
UIDJSbafee803fa0,45+,Tier 1,10/25/2024,VIP,NULL,11/25/2024,Premium
UIDJSbb01fb8696f,35-44,Tier 1,6/14/2024,VIP,NULL,NULL,NULL
UIDJSbb027b57671,18-24,Tier 1,4/3/2024,VIP,10/24/2024,NULL,NULL
UIDJSbb052fb1f16,25-34,Tier 1,10/14/2024,VIP,NULL,NULL,NULL
UIDJSbb067545559,25-34,Tier 1,5/22/2024,Premium,NULL,NULL,NULL
UIDJSbb0716300a6,25-34,Tier 2,4/16/2024,Free,NULL,NULL,NULL
UIDJSbb08e138467,25-34,Tier 2,6/30/2024,VIP,8/7/2024,NULL,NULL
UIDJSbb0c2882520,25-34,Tier 1,2/15/2024,Premium,NULL,NULL,NULL
UIDJSbb118b4da30,45+,Tier 1,9/21/2024,Free,NULL,NULL,NULL
UIDJSbb120c5ab24,25-34,Tier 3,10/5/2024,Free,11/7/2024,NULL,NULL
UIDJSbb1281817e0,18-24,Tier 1,1/1/2024,Premium,NULL,NULL,NULL
UIDJSbb1299e9978,18-24,Tier 1,9/24/2024,Premium,NULL,NULL,NULL
UIDJSbb13227c995,25-34,Tier 2,4/18/2024,VIP,NULL,NULL,NULL
UIDJSbb136ba55e8,25-34,Tier 1,11/29/2024,Premium,NULL,NULL,NULL
UIDJSbb13d7d7219,25-34,Tier 1,11/5/2024,Premium,NULL,NULL,NULL
UIDJSbb16bf1eddd,25-34,Tier 1,2/17/2024,Free,NULL,NULL,NULL
UIDJSbb175a7d1f5,18-24,Tier 2,3/10/2024,VIP,NULL,NULL,NULL
UIDJSbb1996bc0d5,35-44,Tier 1,5/19/2024,VIP,NULL,NULL,NULL
UIDJSbb1a27b2885,25-34,Tier 1,8/21/2024,Premium,NULL,NULL,NULL
UIDJSbb1ab2013f6,35-44,Tier 1,2/29/2024,Free,NULL,NULL,NULL
UIDJSbb1d060131e,25-34,Tier 1,8/16/2024,VIP,NULL,9/16/2024,Premium
UIDJSbb1d79a46d1,35-44,Tier 2,2/18/2024,Free,NULL,NULL,NULL
UIDJSbb1e6247d8c,18-24,Tier 2,2/7/2024,Free,5/6/2024,NULL,NULL
UIDJSbb20f0fa9fe,35-44,Tier 1,10/12/2024,VIP,NULL,NULL,NULL
UIDJSbb22a1a4fab,25-34,Tier 2,7/9/2024,VIP,NULL,NULL,NULL
UIDJSbb239c02fbc,25-34,Tier 2,2/15/2024,VIP,7/29/2024,NULL,NULL
UIDJSbb23ae2e195,35-44,Tier 1,8/27/2024,Premium,NULL,NULL,NULL
UIDJSbb261583247,45+,Tier 1,5/4/2024,Free,NULL,NULL,NULL
UIDJSbb276c386ba,25-34,Tier 1,3/7/2024,VIP,8/21/2024,NULL,NULL
UIDJSbb2924ecf90,35-44,Tier 2,6/15/2024,Premium,NULL,NULL,NULL
UIDJSbb299c64c3a,18-24,Tier 1,11/27/2024,Premium,NULL,NULL,NULL
UIDJSbb2a043952a,35-44,Tier 1,10/8/2024,Free,NULL,11/8/2024,VIP
UIDJSbb2aeb43bc6,18-24,Tier 2,11/22/2024,VIP,NULL,NULL,NULL
UIDJSbb2aef9d80a,18-24,Tier 2,8/14/2024,Free,NULL,NULL,NULL
UIDJSbb2b3389d8e,25-34,Tier 2,8/28/2024,Free,NULL,NULL,NULL
UIDJSbb2c570d13a,18-24,Tier 3,10/12/2024,Free,11/21/2024,NULL,NULL
UIDJSbb2f4152cc8,45+,Tier 3,11/30/2024,VIP,NULL,NULL,NULL
UIDJSbb2ffb71076,25-34,Tier 3,1/24/2024,VIP,NULL,NULL,NULL
UIDJSbb313a4fca7,25-34,Tier 2,11/13/2024,VIP,NULL,NULL,NULL
UIDJSbb332c0eaf4,25-34,Tier 1,6/29/2024,VIP,NULL,NULL,NULL
UIDJSbb350ea7748,45+,Tier 2,6/9/2024,Free,NULL,8/9/2024,Premium
UIDJSbb3573e281a,25-34,Tier 1,10/26/2024,VIP,NULL,NULL,NULL
UIDJSbb359ac5b9c,25-34,Tier 1,3/28/2024,Premium,NULL,NULL,NULL
UIDJSbb3754fb1e0,25-34,Tier 2,10/14/2024,Premium,NULL,NULL,NULL
UIDJSbb3a680c1ca,25-34,Tier 1,7/15/2024,VIP,NULL,9/15/2024,Premium
UIDJSbb3aab51a1d,25-34,Tier 1,9/18/2024,VIP,NULL,NULL,NULL
UIDJSbb3ac8d297c,45+,Tier 1,8/29/2024,VIP,NULL,9/29/2024,Premium
UIDJSbb405f926ef,18-24,Tier 3,2/6/2024,Premium,NULL,NULL,NULL
UIDJSbb40b74f3f2,25-34,Tier 1,5/20/2024,Free,NULL,NULL,NULL
UIDJSbb4208da61e,18-24,Tier 3,1/9/2024,Free,9/23/2024,NULL,NULL
UIDJSbb441d73cfd,25-34,Tier 1,10/19/2024,Free,NULL,NULL,NULL
UIDJSbb44347e43a,35-44,Tier 1,6/24/2024,VIP,NULL,NULL,NULL
UIDJSbb46a16f5f3,25-34,Tier 1,5/27/2024,Premium,NULL,NULL,NULL
UIDJSbb46cd54df0,18-24,Tier 1,10/23/2024,Premium,NULL,NULL,NULL
UIDJSbb47f1c92dd,35-44,Tier 2,6/15/2024,VIP,NULL,NULL,NULL
UIDJSbb4843792c6,35-44,Tier 2,3/4/2024,Premium,NULL,NULL,NULL
UIDJSbb4855c7186,18-24,Tier 1,10/23/2024,Free,NULL,NULL,NULL
UIDJSbb4d8012014,18-24,Tier 1,7/6/2024,VIP,NULL,8/6/2024,Free
UIDJSbb4f1777c1f,35-44,Tier 1,11/1/2024,VIP,NULL,NULL,NULL
UIDJSbb50b4876e0,18-24,Tier 1,1/27/2024,Premium,NULL,NULL,NULL
UIDJSbb52c86c30a,18-24,Tier 1,1/24/2024,Free,NULL,NULL,NULL
UIDJSbb53077be28,35-44,Tier 1,9/7/2024,VIP,NULL,NULL,NULL
UIDJSbb53a9ab130,45+,Tier 1,4/22/2024,VIP,6/2/2024,NULL,NULL
UIDJSbb542dfacff,25-34,Tier 1,10/8/2024,VIP,11/1/2024,NULL,NULL
UIDJSbb55129e86b,35-44,Tier 1,1/7/2024,Premium,NULL,NULL,NULL
UIDJSbb55f39e8e4,35-44,Tier 1,5/17/2024,VIP,NULL,10/17/2024,Premium
UIDJSbb57658e307,35-44,Tier 1,10/29/2024,VIP,NULL,11/29/2024,Free
UIDJSbb57bb9fd75,18-24,Tier 1,6/7/2024,VIP,NULL,NULL,NULL
UIDJSbb59da2001c,18-24,Tier 1,8/23/2024,Premium,NULL,NULL,NULL
UIDJSbb5ccb27c5e,18-24,Tier 2,8/23/2024,Free,9/30/2024,NULL,NULL
UIDJSbb5dd176061,35-44,Tier 1,2/4/2024,Premium,NULL,NULL,NULL
UIDJSbb5e0ed2522,18-24,Tier 1,8/12/2024,Free,11/10/2024,NULL,NULL
UIDJSbb5ecb04de6,25-34,Tier 2,5/24/2024,VIP,NULL,11/24/2024,Free
UIDJSbb5eeba60eb,25-34,Tier 3,1/4/2024,Free,10/14/2024,NULL,NULL
UIDJSbb61ca1cd8f,35-44,Tier 2,8/31/2024,VIP,NULL,12/31/2024,Free
UIDJSbb632c003c5,45+,Tier 1,4/27/2024,Premium,NULL,NULL,NULL
UIDJSbb647197d58,45+,Tier 1,1/25/2024,Premium,NULL,NULL,NULL
UIDJSbb648f75190,25-34,Tier 1,8/18/2024,VIP,NULL,NULL,NULL
UIDJSbb696e570f5,45+,Tier 1,11/10/2024,VIP,NULL,NULL,NULL
UIDJSbb6af71d55a,18-24,Tier 2,10/27/2024,Free,NULL,NULL,NULL
UIDJSbb6b6520006,45+,Tier 1,5/5/2024,VIP,NULL,NULL,NULL
UIDJSbb6dcf5dbc6,35-44,Tier 2,11/22/2024,VIP,NULL,NULL,NULL
UIDJSbb6e0ce88fe,25-34,Tier 2,8/13/2024,Free,NULL,NULL,NULL
UIDJSbb6fd5cc443,18-24,Tier 2,4/6/2024,Free,NULL,NULL,NULL
UIDJSbb6fe54253b,18-24,Tier 2,7/11/2024,VIP,NULL,NULL,NULL
UIDJSbb706e08743,25-34,Tier 3,7/10/2024,Free,NULL,NULL,NULL
UIDJSbb7724a2ea6,25-34,Tier 3,10/8/2024,VIP,NULL,NULL,NULL
UIDJSbb79c9cb003,35-44,Tier 2,3/9/2024,VIP,NULL,NULL,NULL
UIDJSbb7ada4bd20,18-24,Tier 1,5/3/2024,Premium,NULL,NULL,NULL
UIDJSbb7b7902410,35-44,Tier 1,9/14/2024,Premium,NULL,NULL,NULL
UIDJSbb7d45ddf68,45+,Tier 1,2/23/2024,Free,9/22/2024,NULL,NULL
UIDJSbb7ecd0ce32,45+,Tier 2,8/17/2024,Premium,NULL,NULL,NULL
UIDJSbb82008ad90,25-34,Tier 3,11/3/2024,Free,NULL,NULL,NULL
UIDJSbb829721a72,25-34,Tier 2,11/8/2024,Premium,NULL,12/8/2024,VIP
UIDJSbb8670fd799,35-44,Tier 1,4/29/2024,Free,NULL,NULL,NULL
UIDJSbb86ba9ee2c,25-34,Tier 2,4/2/2024,Premium,NULL,NULL,NULL
UIDJSbb887c56f0e,25-34,Tier 1,7/6/2024,Premium,NULL,NULL,NULL
UIDJSbb895d71a9e,25-34,Tier 3,8/24/2024,Free,NULL,NULL,NULL
UIDJSbb8a693fd4b,25-34,Tier 1,6/15/2024,Premium,NULL,NULL,NULL
UIDJSbb8acc5776e,35-44,Tier 2,5/18/2024,Free,NULL,NULL,NULL
UIDJSbb8bb85a993,25-34,Tier 2,7/15/2024,VIP,NULL,NULL,NULL
UIDJSbb8bc903e08,35-44,Tier 1,6/5/2024,Premium,NULL,NULL,NULL
UIDJSbb8ca0bcb7c,25-34,Tier 1,8/19/2024,Premium,NULL,NULL,NULL
UIDJSbb8ce41a1f5,18-24,Tier 2,10/11/2024,VIP,NULL,NULL,NULL
UIDJSbb8d5b2ceeb,18-24,Tier 3,4/11/2024,VIP,9/13/2024,NULL,NULL
UIDJSbb8e5eb490b,25-34,Tier 1,5/26/2024,VIP,10/9/2024,NULL,NULL
UIDJSbb8e6b1e6b0,25-34,Tier 2,6/7/2024,VIP,7/21/2024,NULL,NULL
UIDJSbb90908ffeb,35-44,Tier 2,5/31/2024,VIP,NULL,12/31/2024,Premium
UIDJSbb9209eb624,25-34,Tier 2,7/10/2024,VIP,NULL,NULL,NULL
UIDJSbb93a5894f1,25-34,Tier 1,8/17/2024,VIP,NULL,10/17/2024,Premium
UIDJSbb9487171e4,35-44,Tier 1,2/28/2024,VIP,NULL,NULL,NULL
UIDJSbb9539bb28e,25-34,Tier 2,4/16/2024,Free,7/28/2024,NULL,NULL
UIDJSbb95f7c6264,25-34,Tier 1,2/22/2024,Free,10/16/2024,NULL,NULL
UIDJSbb96ace9ce2,25-34,Tier 1,8/11/2024,VIP,NULL,NULL,NULL
UIDJSbb97983ff75,35-44,Tier 1,8/5/2024,VIP,NULL,9/5/2024,Free
UIDJSbb981222ca9,25-34,Tier 1,4/30/2024,Premium,NULL,6/30/2024,VIP
UIDJSbb9a3c67ab2,25-34,Tier 2,7/19/2024,VIP,NULL,NULL,NULL
UIDJSbb9d03d248a,45+,Tier 1,5/19/2024,VIP,NULL,7/19/2024,Premium
UIDJSbb9d2c83737,25-34,Tier 1,8/3/2024,Premium,NULL,NULL,NULL
UIDJSbb9fdc21848,35-44,Tier 2,5/4/2024,VIP,NULL,6/4/2024,Free
UIDJSbb9fee88c55,25-34,Tier 1,10/23/2024,VIP,NULL,NULL,NULL
UIDJSbba4ed22afa,25-34,Tier 1,10/8/2024,VIP,NULL,NULL,NULL
UIDJSbba6be3dd86,18-24,Tier 2,1/30/2024,Free,NULL,NULL,NULL
UIDJSbba82559a54,18-24,Tier 1,8/20/2024,VIP,NULL,NULL,NULL
UIDJSbba83c46f28,25-34,Tier 1,6/20/2024,VIP,NULL,7/20/2024,Premium
UIDJSbbab616ee4e,25-34,Tier 1,7/16/2024,VIP,NULL,8/16/2024,Premium
UIDJSbbae0fa6541,35-44,Tier 1,2/29/2024,Free,NULL,NULL,NULL
UIDJSbbb26e3a35d,45+,Tier 1,4/13/2024,VIP,NULL,NULL,NULL
UIDJSbbb5a43ed24,18-24,Tier 1,5/6/2024,Premium,NULL,NULL,NULL
UIDJSbbb5a4f7e2b,25-34,Tier 1,8/26/2024,Premium,NULL,NULL,NULL
UIDJSbbb766e9e01,35-44,Tier 1,2/16/2024,VIP,NULL,NULL,NULL
UIDJSbbbb2cb46ab,35-44,Tier 1,4/4/2024,VIP,NULL,NULL,NULL
UIDJSbbbb8f77f8c,45+,Tier 2,11/9/2024,VIP,NULL,NULL,NULL
UIDJSbbbc382411b,35-44,Tier 1,7/7/2024,Premium,NULL,NULL,NULL
UIDJSbbbd2edf692,45+,Tier 2,11/21/2024,Free,12/19/2024,NULL,NULL
UIDJSbbbe2f399f1,35-44,Tier 1,10/12/2024,VIP,NULL,NULL,NULL
UIDJSbbc24297714,25-34,Tier 2,6/21/2024,VIP,NULL,NULL,NULL
UIDJSbbc2f72a605,35-44,Tier 1,7/20/2024,Free,NULL,8/20/2024,VIP
UIDJSbbc38dd774f,25-34,Tier 1,2/8/2024,Free,NULL,NULL,NULL
UIDJSbbc414ba5d6,18-24,Tier 1,11/18/2024,Premium,NULL,NULL,NULL
UIDJSbbc471bae14,25-34,Tier 3,10/28/2024,Free,NULL,NULL,NULL
UIDJSbbc8d560de9,18-24,Tier 2,2/18/2024,Free,NULL,NULL,NULL
UIDJSbbcae884025,25-34,Tier 1,6/11/2024,Premium,NULL,NULL,NULL
UIDJSbbcc3224666,45+,Tier 2,4/5/2024,Premium,NULL,NULL,NULL
UIDJSbbcc9488fb8,25-34,Tier 2,7/31/2024,VIP,NULL,NULL,NULL
UIDJSbbcd34cae43,25-34,Tier 1,1/8/2024,VIP,NULL,NULL,NULL
UIDJSbbcf099717c,35-44,Tier 2,9/7/2024,VIP,NULL,NULL,NULL
UIDJSbbcf3853013,25-34,Tier 1,2/29/2024,Premium,NULL,NULL,NULL
UIDJSbbd0afadbf5,25-34,Tier 2,2/13/2024,VIP,NULL,9/13/2024,Premium
UIDJSbbd13520491,35-44,Tier 2,8/28/2024,Free,NULL,NULL,NULL
UIDJSbbd550048f9,25-34,Tier 1,3/13/2024,Premium,NULL,NULL,NULL
UIDJSbbd5d3500dc,25-34,Tier 2,9/14/2024,Free,11/24/2024,NULL,NULL
UIDJSbbd66eb1347,35-44,Tier 2,9/14/2024,Free,NULL,NULL,NULL
UIDJSbbd7e9a75a6,25-34,Tier 2,9/17/2024,Free,NULL,NULL,NULL
UIDJSbbda9adf186,35-44,Tier 1,2/1/2024,Free,NULL,NULL,NULL
UIDJSbbdb45dac11,45+,Tier 2,9/30/2024,Free,NULL,NULL,NULL
UIDJSbbdc16937ac,18-24,Tier 1,10/20/2024,Free,NULL,NULL,NULL
UIDJSbbdd348ad9e,25-34,Tier 3,4/26/2024,Free,NULL,NULL,NULL
UIDJSbbdf951c1bd,18-24,Tier 1,3/14/2024,VIP,NULL,NULL,NULL
UIDJSbbdfe2c3acc,35-44,Tier 1,11/24/2024,VIP,NULL,NULL,NULL
UIDJSbbe0e5d576d,25-34,Tier 3,4/11/2024,Free,NULL,NULL,NULL
UIDJSbbe2c0c104f,45+,Tier 1,6/26/2024,VIP,NULL,10/26/2024,Free
UIDJSbbe51210e67,18-24,Tier 2,4/26/2024,VIP,NULL,NULL,NULL
UIDJSbbe5eacd85f,18-24,Tier 1,3/26/2024,Free,12/8/2024,NULL,NULL
UIDJSbbe6ba739cf,35-44,Tier 3,1/15/2024,Free,NULL,NULL,NULL
UIDJSbbe9b70c42c,25-34,Tier 3,11/14/2024,Free,NULL,NULL,NULL
UIDJSbbee2082dad,45+,Tier 2,1/2/2024,VIP,5/11/2024,NULL,NULL
UIDJSbbf06e7f7b9,45+,Tier 2,11/3/2024,Free,NULL,NULL,NULL
UIDJSbbf2599cdcf,25-34,Tier 1,6/8/2024,VIP,7/12/2024,NULL,NULL
UIDJSbbf39f7afe7,45+,Tier 1,11/14/2024,Free,NULL,NULL,NULL
UIDJSbbf4113c8ec,35-44,Tier 2,11/21/2024,VIP,NULL,12/21/2024,Premium
UIDJSbbf52e05740,25-34,Tier 1,3/26/2024,Premium,NULL,NULL,NULL
UIDJSbbf57664a2a,25-34,Tier 1,3/26/2024,Premium,NULL,NULL,NULL
UIDJSbbf8bd51cc9,25-34,Tier 1,6/1/2024,VIP,10/27/2024,NULL,NULL
UIDJSbbfd409ed65,25-34,Tier 1,8/26/2024,Premium,NULL,NULL,NULL
UIDJSbbfdccfe3a0,45+,Tier 2,6/9/2024,VIP,NULL,NULL,NULL
UIDJSbc020e820ed,18-24,Tier 2,6/29/2024,Premium,NULL,NULL,NULL
UIDJSbc02fdd3c20,25-34,Tier 2,7/25/2024,VIP,NULL,NULL,NULL
UIDJSbc033bf1a69,45+,Tier 3,8/18/2024,VIP,NULL,NULL,NULL
UIDJSbc050361185,25-34,Tier 3,6/15/2024,Free,NULL,NULL,NULL
UIDJSbc08a4290b9,25-34,Tier 3,9/2/2024,Free,10/27/2024,NULL,NULL
UIDJSbc09fa1bb77,18-24,Tier 1,8/30/2024,Premium,NULL,NULL,NULL
UIDJSbc0a3cc8e71,18-24,Tier 1,4/26/2024,Premium,NULL,NULL,NULL
UIDJSbc0b303110d,18-24,Tier 1,10/18/2024,Premium,NULL,NULL,NULL
UIDJSbc0bacbb328,18-24,Tier 1,7/10/2024,Premium,NULL,10/10/2024,Free
UIDJSbc0e899d71d,18-24,Tier 2,11/17/2024,VIP,12/13/2024,NULL,NULL
UIDJSbc0ecccaff0,25-34,Tier 1,11/9/2024,VIP,NULL,12/9/2024,Premium
UIDJSbc103046e00,18-24,Tier 1,10/17/2024,Free,NULL,NULL,NULL
UIDJSbc108c01673,18-24,Tier 1,5/18/2024,Premium,NULL,NULL,NULL
UIDJSbc11d37abf3,45+,Tier 2,8/25/2024,VIP,NULL,NULL,NULL
UIDJSbc158be56b4,25-34,Tier 1,6/26/2024,Premium,NULL,NULL,NULL
UIDJSbc16904e3df,25-34,Tier 3,7/13/2024,Premium,NULL,NULL,NULL
UIDJSbc19b531294,25-34,Tier 1,7/23/2024,Premium,NULL,NULL,NULL
UIDJSbc1a593527d,25-34,Tier 1,8/15/2024,VIP,11/14/2024,NULL,NULL
UIDJSbc1af2ab159,25-34,Tier 1,7/10/2024,VIP,NULL,NULL,NULL
UIDJSbc1bb6723bd,25-34,Tier 2,1/14/2024,Premium,NULL,NULL,NULL
UIDJSbc1c6bbbafe,35-44,Tier 1,2/6/2024,Premium,NULL,NULL,NULL
UIDJSbc1d4acc916,25-34,Tier 2,9/23/2024,VIP,NULL,NULL,NULL
UIDJSbc29083dd28,35-44,Tier 2,7/1/2024,VIP,NULL,9/1/2024,Premium
UIDJSbc2a61573cb,25-34,Tier 2,4/25/2024,VIP,NULL,5/25/2024,Free
UIDJSbc2b4d9e8b5,25-34,Tier 1,3/9/2024,Premium,NULL,NULL,NULL
UIDJSbc2c143df49,35-44,Tier 1,6/24/2024,VIP,NULL,10/24/2024,Free
UIDJSbc2c89c1b04,35-44,Tier 1,7/16/2024,Premium,NULL,NULL,NULL
UIDJSbc2f4bcc69f,35-44,Tier 1,4/19/2024,VIP,NULL,NULL,NULL
UIDJSbc301264634,25-34,Tier 2,11/27/2024,Free,NULL,NULL,NULL
UIDJSbc30a0ec4f7,25-34,Tier 2,11/23/2024,VIP,NULL,12/23/2024,Free
UIDJSbc34b990f55,45+,Tier 2,1/26/2024,Free,NULL,NULL,NULL
UIDJSbc357672f72,25-34,Tier 1,5/6/2024,VIP,8/1/2024,NULL,NULL
UIDJSbc3a5ab1777,18-24,Tier 3,9/28/2024,Free,NULL,NULL,NULL
UIDJSbc3b3c1dac8,45+,Tier 1,4/17/2024,Premium,NULL,NULL,NULL
UIDJSbc3b6e7cd28,45+,Tier 1,2/2/2024,VIP,NULL,8/2/2024,Free
